,model,year,price,transmission,mileage,fuelType,tax(£),mpg,engineSize
3022, I20,2016,6899,Manual,47282,Petrol,30,55.4,1.2
3023, IX20,2017,10350,Automatic,22691,Petrol,160,43.5,1.6
3024, I30,2018,11250,Manual,12364,Diesel,145,74.3,1.6
3025, I20,2020,12299,Manual,1420,Petrol,145,46.3,1.2
3026, Kona,2020,15499,Manual,6000,Petrol,150,44.1,1.0
3027, I800,2019,19998,Manual,2544,Diesel,145,31.7,2.5
3028, I30,2017,13495,Manual,300,Petrol,145,52.3,1.4
3029, I10,2020,13995,Manual,340,Petrol,145,56.5,1.0
3030, I20,2014,4993,Manual,42545,Petrol,30,57.6,1.2
3031, I10,2018,8095,Manual,8878,Petrol,145,60.1,1.0
3032, I10,2016,6800,Manual,15828,Petrol,20,60.1,1.0
3033, I20,2018,10495,Automatic,27000,Petrol,145,45.6,1.4
3034, Tucson,2017,13771,Manual,5877,Diesel,30,61.7,1.7
3035, I20,2020,12990,Manual,2500,Petrol,145,46.3,1.2
3036, I20,2010,1995,Manual,78100,Petrol,125,54.3,1.2
3037, I30,2019,25490,Manual,1848,Petrol,145,34.0,2.0
3038, Kona,2019,13995,Manual,13192,Petrol,150,44.1,1.0
3039, Santa Fe,2019,28995,Automatic,14778,Diesel,145,39.8,2.2
3040, Santa Fe,2016,19797,Manual,14785,Diesel,200,46.3,2.2
3041, Tucson,2016,12698,Manual,27509,Diesel,30,61.7,1.7
3042, Ioniq,2019,21780,Automatic,4489,Hybrid,135,62.8,1.6
3043, IX20,2013,5995,Manual,15566,Petrol,145,45.6,1.4
3044, I20,2019,9699,Manual,6243,Petrol,145,46.3,1.2
3045, Tucson,2017,17695,Semi-Auto,35793,Diesel,125,57.6,1.7
3046, I20,2018,10195,Manual,22000,Petrol,145,58.9,1.0
3047, Tucson,2016,13298,Manual,23257,Diesel,30,61.7,1.7
3048, I20,2018,11700,Manual,3920,Petrol,150,46.3,0.0
3049, I20,2018,9995,Manual,20165,Petrol,145,46.3,1.2
3050, I10,2017,8490,Manual,7525,Petrol,30,57.7,1.2
3051, Tucson,2018,13298,Manual,15474,Diesel,145,61.7,1.7
3052, I10,2014,5389,Manual,38427,Petrol,30,57.6,1.2
3053, I30,2016,8998,Manual,32025,Diesel,0,78.4,1.6
3054, I800,2018,14990,Automatic,35050,Diesel,145,33.6,2.5
3055, I30,2015,7998,Manual,25399,Petrol,145,47.1,1.4
3056, Tucson,2017,14499,Manual,15679,Diesel,145,61.7,1.7
3057, I10,2017,7250,Manual,19101,Petrol,30,57.7,1.2
3058, I30,2014,6504,Manual,42579,Petrol,145,47.1,1.4
3059, I20,2019,9990,Manual,15251,Petrol,150,46.3,1.2
3060, Tucson,2016,11490,Manual,52549,Diesel,30,61.7,1.7
3061, I800,2017,13500,Automatic,41469,Diesel,145,33.6,2.5
3062, Tucson,2018,16990,Manual,10309,Petrol,150,35.3,1.6
3063, I30,2018,12892,Manual,11748,Petrol,145,52.3,1.4
3064, I10,2019,8490,Manual,3269,Petrol,145,60.1,1.0
3065, I30,2019,16980,Manual,2180,Petrol,145,42.2,1.4
3066, Kona,2018,12790,Manual,18984,Petrol,145,52.3,1.0
3067, I800,2018,15998,Manual,38520,Diesel,145,28.0,2.5
3068, I10,2016,6995,Manual,14959,Petrol,30,57.6,1.2
3069, I40,2017,11690,Manual,9225,Diesel,145,65.7,1.7
3070, Santa Fe,2019,29995,Semi-Auto,1567,Diesel,145,39.8,2.2
3071, IX20,2015,7495,Manual,29000,Petrol,125,50.4,1.4
3072, Kona,2018,14550,Manual,6295,Petrol,145,52.3,1.0
3073, I10,2017,6200,Manual,19375,Petrol,20,60.1,1.0
3074, I30,2019,14500,Manual,2481,Petrol,145,41.5,0.0
3075, Ioniq,2019,23991,Automatic,5500,Hybrid,135,78.5,1.6
3076, I10,2013,5000,Manual,45230,Petrol,20,61.4,0.0
3077, Tucson,2017,13999,Manual,13007,Petrol,145,44.8,1.6
3078, IX20,2017,8499,Manual,9870,Petrol,125,50.4,1.4
3079, I800,2018,15838,Manual,33389,Diesel,145,31.7,2.5
3080, I10,2017,7000,Manual,27640,Petrol,20,60.1,1.0
3081, I10,2016,6000,Manual,27516,Petrol,20,60.1,1.0
3082, I10,2018,10000,Manual,8985,Petrol,145,57.6,1.2
3083, Kona,2019,15795,Manual,5000,Petrol,145,44.1,1.0
3084, I10,2018,7795,Manual,26000,Petrol,145,60.1,1.0
3085, I10,2017,6860,Manual,34508,Petrol,145,60.1,1.0
3086, Tucson,2017,12990,Manual,36357,Diesel,30,61.7,1.7
3087, I30,2017,9299,Manual,31456,Diesel,150,72.4,1.6
3088, I10,2017,8120,Manual,34407,Petrol,145,57.7,1.2
3089, I10,2016,6491,Manual,15362,Petrol,20,60.1,1.0
3090, Tucson,2016,12570,Manual,30581,Diesel,30,61.7,1.7
3091, I10,2017,7000,Manual,30367,Petrol,145,57.7,1.2
3092, Ioniq,2018,16998,Automatic,6308,Hybrid,135,78.5,1.6
3093, I20,2016,7500,Manual,8000,Petrol,20,60.1,1.2
3094, Santa Fe,2018,18000,Manual,34000,Diesel,145,47.1,2.2
3095, IX20,2014,6500,Manual,38601,Petrol,125,50.4,0.0
3096, Santa Fe,2019,35985,Automatic,100,Diesel,145,39.2,2.2
3097, Santa Fe,2013,15739,Semi-Auto,25976,Diesel,260,41.5,2.2
3098, Tucson,2018,14670,Manual,15272,Petrol,145,34.9,1.6
3099, IX35,2013,6498,Manual,56726,Diesel,150,48.7,1.7
3100, Tucson,2017,15110,Semi-Auto,6173,Diesel,125,57.6,1.7
3101, I800,2016,13495,Manual,40000,Diesel,300,37.7,2.5
3102, Kona,2019,20990,Semi-Auto,16,Petrol,145,37.7,1.6
3103, Tucson,2017,14420,Semi-Auto,28979,Diesel,125,57.6,1.7
3104, I10,2018,8300,Manual,6871,Petrol,145,60.1,1.0
3105, Tucson,2018,13995,Manual,25295,Petrol,145,44.8,1.6
3106, I10,2019,9295,Manual,2000,Petrol,145,49.6,1.0
3107, IX35,2015,8595,Manual,29865,Diesel,145,53.3,1.7
3108, Tucson,2017,12995,Manual,18235,Diesel,30,61.7,1.7
3109, I20,2019,10970,Manual,7811,Petrol,145,46.3,1.2
3110, I10,2017,8899,Semi-Auto,31457,Petrol,145,47.9,1.2
3111, Santa Fe,2019,31735,Semi-Auto,17340,Diesel,145,39.2,2.2
3112, I10,2016,6695,Manual,29650,Petrol,30,57.6,1.2
3113, I10,2017,7750,Manual,30318,Petrol,145,57.7,1.2
3114, I40,2015,10995,Automatic,23043,Diesel,200,47.1,1.7
3115, Tucson,2019,21990,Manual,2326,Petrol,145,34.9,1.6
3116, Tucson,2016,15000,Semi-Auto,13769,Diesel,125,57.6,1.7
3117, I30,2019,14990,Manual,988,Petrol,145,45.6,1.0
3118, Tucson,2019,20990,Manual,4304,Diesel,145,48.7,1.6
3119, I10,2013,3499,Manual,43204,Petrol,20,61.4,1.2
3120, IX20,2017,9795,Manual,12704,Petrol,145,50.4,1.4
3121, I30,2015,6990,Manual,54063,Diesel,0,78.4,1.6
3122, Kona,2019,14298,Manual,9829,Petrol,145,44.1,1.0
3123, I30,2017,11495,Manual,13359,Petrol,145,52.3,1.4
3124, IX20,2014,7489,Manual,19898,Petrol,125,50.4,1.4
3125, Tucson,2019,19642,Semi-Auto,2837,Petrol,145,36.2,1.6
3126, I10,2017,5590,Manual,42005,Petrol,145,60.1,1.0
3127, Ioniq,2017,16970,Automatic,13789,Hybrid,135,78.5,1.6
3128, Tucson,2016,12150,Manual,30022,Diesel,30,61.7,1.7
3129, Tucson,2019,18995,Manual,100,Petrol,145,35.3,1.6
3130, I30,2018,12498,Manual,4758,Diesel,145,74.3,1.6
3131, I20,2015,8995,Manual,11468,Petrol,125,51.4,1.4
3132, I30,2015,8798,Manual,21701,Petrol,150,48.7,1.4
3133, I10,2018,7985,Manual,15682,Petrol,145,57.7,1.2
3134, Kona,2018,16995,Manual,19,Petrol,145,44.1,1.0
3135, Tucson,2019,22962,Automatic,700,Hybrid,145,50.4,1.6
3136, I10,2017,8989,Manual,6787,Petrol,145,57.7,1.2
3137, I800,2019,18000,Manual,19357,Diesel,145,31.7,2.5
3138, I10,2017,6500,Manual,30282,Petrol,145,60.1,1.0
3139, I30,2018,8998,Manual,24070,Petrol,145,57.7,1.0
3140, Tucson,2019,21995,Manual,5000,Petrol,145,34.9,1.6
3141, I20,2016,6890,Manual,44007,Petrol,30,55.4,1.2
3142, Kona,2018,13995,Manual,8085,Petrol,145,44.1,1.0
3143, Tucson,2019,18500,Manual,16003,Petrol,145,34.9,1.6
3144, Tucson,2018,15500,Semi-Auto,38500,Petrol,145,39.8,1.6
3145, Ioniq,2017,14790,Automatic,16001,Hybrid,140,78.5,1.6
3146, IX20,2015,6795,Manual,29000,Petrol,125,50.4,1.4
3147, Tucson,2017,13750,Manual,22445,Diesel,30,61.7,1.7
3148, Getz,2003,1990,Automatic,51000,Petrol,260,37.2,1.6
3149, Tucson,2019,15498,Manual,14577,Petrol,145,34.9,1.6
3150, Ioniq,2019,16498,Automatic,7192,Hybrid,140,78.5,1.6
3151, I30,2018,14550,Semi-Auto,9870,Diesel,145,68.9,1.6
3152, Santa Fe,2019,33791,Semi-Auto,5883,Diesel,145,39.2,2.2
3153, Tucson,2017,13280,Manual,22138,Diesel,145,61.7,1.7
3154, Tucson,2019,15498,Manual,11750,Petrol,150,34.9,1.6
3155, I30,2017,11989,Semi-Auto,20703,Petrol,145,51.4,1.4
3156, I30,2012,5495,Manual,61300,Petrol,150,47.1,1.4
3157, Santa Fe,2019,33999,Semi-Auto,2847,Diesel,145,39.2,2.2
3158, I30,2019,17990,Manual,1771,Petrol,145,45.6,1.0
3159, I30,2018,9498,Manual,13002,Petrol,145,57.7,1.0
3160, I10,2016,6990,Manual,6539,Petrol,20,60.1,1.0
3161, I30,2015,7185,Manual,44236,Diesel,0,78.4,1.6
3162, I30,2018,12549,Manual,8676,Petrol,145,45.6,1.0
3163, Tucson,2019,20250,Semi-Auto,25,Petrol,145,36.2,1.6
3164, Ioniq,2019,16990,Automatic,1533,Hybrid,135,78.5,1.6
3165, Kona,2019,15490,Manual,4346,Petrol,145,44.1,1.0
3166, I10,2012,4295,Manual,24000,Petrol,20,61.4,1.2
3167, I10,2017,7195,Manual,31226,Petrol,145,57.7,1.2
3168, Tucson,2019,26000,Automatic,3469,Hybrid,145,40.4,2.0
3169, Tucson,2016,15250,Automatic,13396,Diesel,240,43.5,2.0
3170, I10,2016,6030,Manual,21112,Petrol,20,61.4,1.0
3171, I10,2010,2995,Manual,58000,Petrol,30,56.5,1.2
3172, IX20,2018,10250,Manual,4909,Petrol,150,50.4,1.4
3173, Tucson,2019,24999,Manual,4500,Hybrid,145,48.7,1.6
3174, Tucson,2016,11950,Manual,49029,Diesel,30,61.7,1.7
3175, I10,2017,6790,Manual,30946,Petrol,150,57.7,1.2
3176, Tucson,2017,11000,Manual,37441,Diesel,30,61.7,1.7
3177, Tucson,2017,14550,Semi-Auto,12322,Diesel,125,57.6,1.7
3178, I30,2016,8498,Manual,41593,Diesel,0,78.4,1.6
3179, Tucson,2016,15495,Semi-Auto,53603,Diesel,125,57.6,1.7
3180, I20,2017,9990,Manual,20677,Petrol,145,58.9,1.0
3181, I10,2020,14995,Manual,1000,Petrol,145,53.3,1.0
3182, Ioniq,2017,16595,Automatic,20513,Hybrid,135,78.5,1.6
3183, I10,2015,5295,Manual,18274,Petrol,20,60.1,1.0
3184, I30,2016,7790,Manual,45985,Diesel,0,78.4,1.6
3185, Tucson,2015,15200,Automatic,28904,Diesel,200,46.3,0.0
3186, I10,2020,13595,Manual,545,Petrol,145,51.4,1.2
3187, I30,2017,11470,Semi-Auto,16844,Petrol,150,51.4,1.4
3188, Kona,2018,13799,Manual,8361,Petrol,145,44.1,1.0
3189, I10,2013,4595,Manual,22000,Petrol,20,61.4,1.2
3190, I40,2019,19995,Manual,10,Diesel,145,52.3,1.6
3191, Tucson,2018,12698,Manual,21642,Diesel,145,61.7,1.7
3192, I30,2015,8975,Manual,46761,Diesel,20,72.4,1.6
3193, Tucson,2017,15732,Manual,16964,Diesel,145,61.4,1.7
3194, I10,2018,7495,Manual,20479,Petrol,145,60.1,1.0
3195, I10,2020,8990,Manual,2000,Petrol,145,60.1,1.0
3196, I10,2020,12750,Manual,5000,Petrol,145,56.5,1.0
3197, I30,2019,15160,Manual,1913,Diesel,145,60.1,1.6
3198, Tucson,2019,17980,Semi-Auto,8492,Petrol,145,36.2,1.6
3199, Santa Fe,2017,18000,Manual,28507,Diesel,150,47.1,2.2
3200, Ioniq,2017,13600,Automatic,22431,Hybrid,135,78.5,1.6
3201, I10,2017,7200,Manual,8129,Petrol,20,60.1,1.0
3202, Tucson,2019,27989,Semi-Auto,10,Petrol,145,35.8,1.6
3203, I800,2019,20998,Manual,2573,Diesel,145,31.7,2.5
3204, Tucson,2019,26995,Manual,10,Hybrid,145,47.9,1.6
3205, I30,2015,6998,Manual,54755,Diesel,0,78.4,1.6
3206, Ioniq,2017,16599,Automatic,23659,Hybrid,135,78.5,1.6
3207, I10,2019,9500,Manual,1000,Petrol,145,49.6,1.0
3208, Tucson,2016,11798,Manual,48233,Diesel,30,61.7,1.7
3209, I10,2017,6489,Manual,42479,Petrol,145,57.7,1.2
3210, I40,2015,8000,Manual,58915,Diesel,30,65.7,1.7
3211, IX20,2019,14989,Automatic,2122,Petrol,145,34.5,1.6
3212, I20,2018,11995,Manual,4650,Petrol,145,56.5,1.0
3213, Tucson,2017,12995,Manual,18235,Diesel,30,61.7,1.7
3214, I20,2015,5995,Manual,61219,Petrol,30,55.4,1.2
3215, Santa Fe,2018,29495,Semi-Auto,8400,Diesel,150,39.8,2.2
3216, Tucson,2017,14798,Manual,15804,Diesel,30,61.7,1.7
3217, Kona,2019,14298,Manual,10757,Petrol,145,44.1,1.0
3218, Tucson,2018,17495,Manual,4760,Diesel,145,48.7,1.6
3219, Ioniq,2018,16998,Automatic,11776,Hybrid,135,78.5,1.6
3220, I10,2017,5724,Manual,33803,Petrol,145,60.1,1.0
3221, I20,2017,9370,Manual,17864,Petrol,145,55.4,1.2
3222, IX35,2015,9099,Manual,28040,Diesel,145,53.3,1.7
3223, Tucson,2017,16290,Manual,11333,Diesel,145,61.4,1.7
3224, Kona,2018,15995,Manual,23400,Petrol,145,52.3,1.0
3225, I20,2016,6980,Manual,31163,Petrol,30,55.4,1.2
3226, Tucson,2019,15498,Manual,12521,Petrol,145,34.9,1.6
3227, I20,2016,8000,Manual,17740,Petrol,0,65.7,1.0
3228, IX35,2014,7995,Manual,50993,Diesel,150,53.3,2.2
3229, IX35,2013,9995,Automatic,37000,Diesel,300,39.2,2.0
3230, Ioniq,2018,18890,Automatic,13826,Hybrid,135,78.5,1.6
3231, Tucson,2018,14890,Manual,30342,Diesel,145,58.9,2.0
3232, I800,2018,15999,Automatic,30459,Diesel,145,31.7,2.5
3233, IX20,2018,15495,Manual,2259,Petrol,145,37.2,1.6
3234, IX35,2013,5698,Manual,91001,Diesel,150,48.7,1.7
3235, Ioniq,2020,22995,Automatic,3358,Hybrid,135,62.8,1.6
3236, I30,2017,9498,Manual,32361,Diesel,0,78.4,1.6
3237, Kona,2019,15295,Manual,14398,Petrol,145,44.1,1.0
3238, Santa Fe,2014,14799,Automatic,51344,Diesel,260,41.5,2.2
3239, I10,2014,5700,Manual,37973,Petrol,30,57.6,1.2
3240, I20,2016,8995,Manual,12335,Petrol,30,56.5,1.2
3241, I10,2019,8645,Manual,8607,Petrol,145,60.1,1.0
3242, Tucson,2016,11698,Manual,24636,Petrol,165,44.8,1.6
3243, Tucson,2015,10500,Manual,49679,Diesel,30,61.7,1.7
3244, Tucson,2017,15500,Semi-Auto,13470,Diesel,125,57.6,1.7
3245, I800,2018,16990,Automatic,32730,Diesel,145,28.0,2.5
3246, Tucson,2017,14292,Manual,31382,Diesel,145,61.7,1.7
3247, I10,2017,7995,Manual,22500,Petrol,30,57.6,1.2
3248, Ioniq,2020,24995,Automatic,2501,Hybrid,135,62.8,1.6
3249, I30,2017,10995,Manual,38002,Diesel,20,72.4,1.6
3250, Tucson,2017,17390,Automatic,8169,Petrol,150,39.8,1.6
3251, Tucson,2019,15600,Manual,8000,Petrol,150,34.9,1.6
3252, I30,2018,8825,Manual,12933,Petrol,145,57.7,1.0
3253, I20,2017,9530,Automatic,20187,Petrol,160,45.6,1.4
3254, Kona,2018,13485,Manual,7034,Petrol,150,52.3,1.0
3255, I30,2019,24995,Manual,500,Petrol,145,34.0,2.0
3256, Tucson,2016,17995,Automatic,40500,Diesel,235,43.5,2.0
3257, Ioniq,2018,15000,Automatic,13727,Hybrid,135,78.5,1.6
3258, Tucson,2015,12691,Manual,14500,Diesel,30,61.7,1.7
3259, Kona,2018,13271,Manual,7138,Petrol,145,52.3,1.0
3260, Tucson,2016,11490,Manual,30311,Diesel,30,61.7,1.7
3261, I10,2017,7150,Manual,16617,Petrol,145,57.7,1.2
3262, I40,2012,5495,Manual,74768,Petrol,205,42.8,1.6
3263, Tucson,2015,11990,Manual,72712,Diesel,125,58.9,2.0
3264, Tucson,2018,14990,Manual,12964,Petrol,150,44.8,1.6
3265, I10,2017,6999,Manual,29051,Petrol,150,60.1,1.0
3266, Tucson,2016,12150,Manual,35600,Diesel,30,61.7,1.7
3267, Tucson,2016,13000,Manual,29708,Diesel,30,61.7,1.7
3268, Tucson,2017,14099,Manual,8418,Petrol,145,44.8,1.6
3269, I10,2019,9298,Manual,1497,Petrol,145,49.6,1.0
3270, Tucson,2017,13790,Manual,25198,Diesel,150,61.7,1.7
3271, I10,2020,12995,Semi-Auto,510,Petrol,145,52.3,1.2
3272, Ioniq,2019,16995,Automatic,6918,Hybrid,135,78.5,1.6
3273, I10,2014,5500,Manual,26726,Petrol,20,60.1,1.0
3274, I30,2016,7999,Manual,73635,Diesel,20,72.4,1.6
3275, Tucson,2018,15491,Manual,3022,Petrol,145,44.8,1.6
3276, Tucson,2016,12795,Manual,26804,Diesel,30,61.7,1.7
3277, Kona,2019,15995,Manual,5200,Petrol,145,44.1,1.0
3278, Tucson,2018,15495,Manual,5942,Petrol,150,38.7,1.6
3279, IX20,2016,7998,Manual,20760,Petrol,125,50.4,1.4
3280, IX35,2015,10995,Automatic,44705,Diesel,265,41.5,2.0
3281, I10,2018,7467,Manual,12215,Petrol,145,60.1,1.0
3282, I10,2017,7585,Manual,9273,Petrol,145,60.1,1.0
3283, Kona,2019,13998,Manual,4396,Petrol,145,44.1,1.0
3284, Kona,2018,18000,Semi-Auto,35401,Petrol,145,34.0,1.6
3285, I800,2018,15995,Automatic,33999,Diesel,145,33.6,2.5
3286, Tucson,2019,16995,Manual,10,Petrol,145,35.3,1.6
3287, I40,2014,8998,Manual,38589,Diesel,30,62.8,1.7
3288, Tucson,2020,19950,Manual,433,Petrol,145,34.9,1.6
3289, I10,2017,7299,Manual,15088,Petrol,145,60.1,1.0
3290, Santa Fe,2017,18495,Semi-Auto,50595,Diesel,235,42.8,2.2
3291, I30,2009,2699,Manual,105863,Petrol,200,45.6,1.6
3292, I10,2017,7200,Manual,20100,Petrol,145,60.1,1.0
3293, Kona,2019,14298,Manual,6874,Petrol,145,44.1,1.0
3294, I30,2015,7495,Manual,42764,Petrol,150,48.7,1.4
3295, Kona,2019,14785,Manual,15113,Petrol,145,44.1,1.0
3296, I20,2018,9689,Manual,6824,Petrol,145,58.9,1.2
3297, IX20,2017,9998,Automatic,8314,Petrol,160,43.5,1.6
3298, I20,2016,7175,Manual,26543,Petrol,30,55.4,1.2
3299, Tucson,2020,25000,Semi-Auto,7417,Petrol,145,36.2,1.6
3300, I30,2016,8322,Manual,31026,Diesel,0,78.4,1.6
3301, Tucson,2018,15850,Manual,4755,Petrol,145,34.9,1.6
3302, I10,2018,8200,Manual,10821,Petrol,150,60.1,1.0
3303, I20,2018,9995,Manual,11254,Petrol,150,46.3,1.2
3304, Ioniq,2018,15089,Automatic,35934,Hybrid,135,78.5,1.6
3305, I30,2020,19995,Manual,37,Petrol,145,44.8,1.0
3306, Kona,2019,13500,Manual,16490,Petrol,145,44.1,1.0
3307, I30,2019,23000,Manual,1790,Petrol,150,34.0,2.0
3308, I10,2016,6995,Manual,7418,Petrol,20,60.1,1.0
3309, Tucson,2015,13000,Manual,7900,Diesel,30,61.7,1.7
3310, Kona,2018,15295,Manual,5104,Petrol,145,44.1,1.0
3311, I10,2017,5725,Manual,30370,Petrol,150,60.1,1.0
3312, Santa Fe,2015,15000,Manual,50715,Diesel,200,46.3,2.2
3313, Kona,2018,13698,Manual,21636,Petrol,145,52.3,1.0
3314, I10,2019,9995,Semi-Auto,8205,Petrol,150,47.9,1.2
3315, Tucson,2017,13798,Manual,20917,Diesel,30,61.7,1.7
3316, I10,2017,7350,Manual,17531,Petrol,20,60.1,1.0
3317, Tucson,2019,23991,Semi-Auto,3400,Petrol,145,36.2,1.6
3318, Kona,2019,24295,Semi-Auto,7200,Hybrid,135,52.3,1.6
3319, I10,2018,7750,Manual,12544,Petrol,145,57.7,1.2
3320, I10,2017,6999,Manual,24705,Petrol,145,60.1,1.0
3321, I30,2018,11365,Manual,22503,Petrol,150,52.3,1.4
3322, I30,2019,17995,Manual,1000,Petrol,145,41.5,1.4
3323, Tucson,2017,14750,Semi-Auto,23985,Diesel,145,57.6,1.7
3324, I10,2016,7490,Manual,12965,Petrol,20,60.1,1.0
3325, I30,2020,25999,Manual,6000,Petrol,150,34.0,2.0
3326, I10,2018,7995,Manual,8851,Petrol,145,60.1,1.0
3327, Ioniq,2019,20495,Automatic,4243,Hybrid,135,78.5,1.6
3328, I20,2018,9695,Manual,5000,Petrol,145,46.3,1.2
3329, I30,2015,7275,Manual,39233,Diesel,0,78.4,1.6
3330, I10,2016,6495,Manual,20500,Petrol,20,61.4,1.0
3331, Tucson,2016,13475,Manual,27951,Diesel,145,54.3,2.0
3332, Tucson,2017,14798,Manual,6430,Diesel,30,61.7,1.7
3333, Kona,2018,15990,Manual,9001,Petrol,145,52.3,1.0
3334, I800,2018,15299,Automatic,34103,Diesel,145,33.6,2.5
3335, Santa Fe,2016,19990,Semi-Auto,10278,Diesel,235,42.2,2.2
3336, I10,2017,6750,Manual,29673,Petrol,145,57.7,1.2
3337, IX35,2014,7750,Manual,39472,Petrol,200,41.5,1.6
3338, Tucson,2016,13890,Automatic,41498,Diesel,240,43.5,2.0
3339, Tucson,2008,2950,Manual,83000,Diesel,300,39.8,2.0
3340, I10,2014,6800,Semi-Auto,38193,Petrol,160,45.6,1.2
3341, I800,2019,18990,Manual,15492,Diesel,145,31.7,2.5
3342, Tucson,2016,10776,Manual,31789,Diesel,30,61.7,1.7
3343, I30,2014,7174,Manual,38703,Diesel,0,76.3,1.6
3344, Ioniq,2020,25495,Automatic,2000,Hybrid,135,62.8,1.6
3345, I10,2017,6999,Manual,27000,Petrol,150,60.1,1.0
3346, Tucson,2017,13100,Manual,23855,Diesel,30,61.7,1.7
3347, I20,2014,5950,Manual,43911,Petrol,30,57.6,1.2
3348, Tucson,2017,13490,Manual,12380,Petrol,150,44.8,1.6
3349, Santa Fe,2019,32998,Semi-Auto,1001,Diesel,145,39.8,2.2
3350, Tucson,2019,17995,Manual,4412,Petrol,145,35.3,1.6
3351, Tucson,2016,10495,Manual,30000,Petrol,160,44.8,1.6
3352, Kona,2019,14750,Manual,14098,Petrol,145,44.1,1.0
3353, I10,2015,5971,Manual,40883,Petrol,20,61.4,1.0
3354, Kona,2018,11798,Manual,31885,Petrol,145,52.3,1.0
3355, IX20,2016,8470,Manual,21941,Petrol,125,50.4,1.4
3356, IX35,2011,6200,Manual,74250,Diesel,165,49.6,2.0
3357, I30,2016,9799,Manual,35932,Petrol,160,42.8,1.6
3358, Tucson,2016,13499,Automatic,33925,Diesel,240,43.5,2.0
3359, I20,2013,5790,Manual,19729,Petrol,30,57.6,1.2
3360, Tucson,2019,15498,Manual,11896,Petrol,145,34.9,1.6
3361, Kona,2019,13990,Manual,15927,Petrol,145,44.1,1.0
3362, Tucson,2019,21995,Semi-Auto,5874,Petrol,145,36.2,1.6
3363, Tucson,2016,12995,Manual,50299,Diesel,30,61.7,1.7
3364, I30,2014,6750,Manual,45449,Petrol,145,47.1,1.4
3365, I20,2016,6795,Manual,54325,Petrol,30,55.4,1.2
3366, Santa Fe,2018,29500,Automatic,9648,Diesel,145,39.2,2.2
3367, I20,2019,9699,Manual,10926,Petrol,145,46.3,1.2
3368, I40,2018,13985,Automatic,21798,Diesel,145,60.1,1.7
3369, Ioniq,2017,14403,Automatic,17391,Hybrid,135,78.5,1.6
3370, I10,2017,8250,Manual,7546,Petrol,145,57.7,1.2
3371, I10,2017,7250,Manual,7856,Petrol,150,60.1,1.0
3372, Kona,2019,15995,Manual,2658,Petrol,145,44.1,1.0
3373, Tucson,2019,15692,Manual,15623,Petrol,150,35.3,1.6
3374, I20,2018,10495,Manual,5657,Petrol,145,46.3,1.2
3375, I10,2020,11995,Manual,610,Petrol,145,56.5,1.0
3376, IX20,2017,9998,Manual,7673,Petrol,125,50.4,1.4
3377, I20,2017,7291,Manual,35832,Petrol,145,55.4,1.2
3378, I20,2017,7989,Manual,25103,Petrol,145,58.9,1.2
3379, Tucson,2017,15730,Semi-Auto,9191,Diesel,125,57.6,1.7
3380, Kona,2019,14995,Manual,3475,Petrol,145,44.1,1.0
3381, I40,2015,7640,Manual,61599,Diesel,30,65.7,1.7
3382, Tucson,2015,11000,Manual,49464,Diesel,30,61.7,1.7
3383, IX20,2017,9750,Manual,12689,Petrol,145,50.4,1.4
3384, I10,2018,8495,Manual,9493,Petrol,150,60.1,1.0
3385, Tucson,2016,12990,Manual,29508,Diesel,125,58.9,2.0
3386, I30,2017,9650,Manual,18027,Petrol,145,48.7,1.4
3387, I30,2018,12970,Manual,22780,Petrol,150,52.3,1.4
3388, I10,2017,7495,Manual,25203,Petrol,30,57.7,1.2
3389, I30,2018,11000,Manual,16532,Petrol,150,56.5,1.0
3390, Getz,2008,1695,Manual,67000,Petrol,125,51.4,1.1
3391, I10,2018,7120,Manual,33617,Petrol,145,57.7,1.2
3392, Tucson,2017,16729,Semi-Auto,24163,Diesel,125,57.6,1.7
3393, Kona,2018,14499,Manual,13410,Petrol,145,52.3,1.0
3394, Tucson,2016,16980,Automatic,22764,Diesel,240,43.5,2.0
3395, I10,2018,9770,Manual,8337,Petrol,145,57.6,1.2
3396, Tucson,2017,14795,Manual,29000,Diesel,150,61.4,1.7
3397, Santa Fe,2017,17500,Manual,30131,Diesel,150,47.1,2.2
3398, Tucson,2018,14995,Manual,10465,Petrol,145,44.8,1.6
3399, I30,2018,11200,Manual,14385,Petrol,145,56.5,1.0
3400, IX20,2016,8498,Manual,19658,Petrol,125,50.4,1.4
3401, I20,2020,13749,Manual,6000,Petrol,150,46.3,1.2
3402, I10,2017,7700,Manual,29299,Petrol,145,57.7,1.2
3403, I10,2019,9491,Manual,250,Petrol,145,49.6,1.0
3404, I30,2017,9499,Manual,37069,Diesel,145,74.3,1.6
3405, I10,2020,11490,Manual,101,Petrol,145,56.5,1.0
3406, Kona,2018,14000,Manual,4896,Petrol,150,52.3,1.0
3407, Kona,2019,15495,Manual,16555,Petrol,145,44.1,1.0
3408, Santa Fe,2015,14990,Automatic,54000,Diesel,260,42.2,2.2
3409, Tucson,2019,23991,Semi-Auto,10,Petrol,145,36.2,1.6
3410, Kona,2020,16991,Manual,2622,Petrol,145,44.1,1.0
3411, Kona,2020,23000,Automatic,1000,Hybrid,135,52.3,1.6
3412, Ioniq,2017,15999,Automatic,23700,Hybrid,135,78.5,1.6
3413, I30,2017,9995,Manual,40282,Diesel,150,74.3,1.6
