,model,year,price,transmission,mileage,fuelType,engineSize
1357, C Class,2016,14999,Automatic,59243,Diesel,2.1
1358, C Class,2015,16679,Automatic,35592,Diesel,2.1
1359, C Class,2010,5999,Manual,68000,Diesel,2.1
1360, C Class,2019,36539,Semi-Auto,1000,Diesel,2.0
1361, C Class,2015,17250,Automatic,30000,Diesel,2.1
1362, C Class,2016,13998,Manual,22117,Petrol,2.0
1363, C Class,2019,32980,Semi-Auto,16,Petrol,1.5
1364, C Class,2019,30299,Automatic,7478,Diesel,2.0
1365, C Class,2018,21691,Automatic,13910,Diesel,2.1
1366, C Class,2019,30799,Semi-Auto,7031,Diesel,2.0
1367, C Class,2019,29124,Semi-Auto,2625,Petrol,1.5
1368, C Class,2019,30995,Automatic,5862,Petrol,2.0
1369, C Class,2020,38400,Automatic,2384,Diesel,2.0
1370, C Class,2018,23389,Semi-Auto,12745,Diesel,2.0
1371, C Class,2019,38995,Automatic,500,Petrol,3.0
1372, C Class,2013,22948,Automatic,39000,Petrol,6.2
1373, C Class,2019,26885,Semi-Auto,2622,Petrol,1.6
1374, C Class,2018,27449,Semi-Auto,5532,Petrol,2.0
1375, C Class,2019,20299,Semi-Auto,14973,Diesel,2.0
1376, C Class,2018,13300,Manual,32840,Petrol,2.0
1377, C Class,2016,13391,Manual,58858,Diesel,1.6
1378, C Class,2016,16695,Semi-Auto,41000,Diesel,2.1
1379, C Class,2016,19900,Automatic,3000,Petrol,2.0
1380, C Class,2019,31499,Semi-Auto,6618,Diesel,2.0
1381, C Class,2019,24499,Semi-Auto,3984,Petrol,1.5
1382, C Class,2017,20988,Automatic,15072,Diesel,1.6
1383, C Class,2019,25399,Automatic,6612,Petrol,1.5
1384, C Class,2018,25049,Semi-Auto,6550,Diesel,1.6
1385, C Class,2016,17850,Automatic,20296,Diesel,2.1
1386, C Class,2017,21000,Automatic,25000,Hybrid,2.0
1387, C Class,2013,11995,Automatic,40000,Diesel,2.1
1388, C Class,2017,29302,Semi-Auto,23988,Petrol,3.0
1389, C Class,2019,25749,Semi-Auto,13894,Diesel,2.0
1390, C Class,2019,31890,Automatic,2850,Diesel,2.0
1391, C Class,2016,18799,Semi-Auto,6900,Petrol,2.0
1392, C Class,2018,22549,Semi-Auto,19656,Diesel,2.0
1393, C Class,2013,10199,Manual,58654,Diesel,2.1
1394, C Class,2016,14739,Manual,15664,Petrol,2.0
1395, C Class,2019,22900,Automatic,9050,Petrol,1.6
1396, C Class,2018,24750,Automatic,22000,Diesel,2.1
1397, C Class,2016,17999,Automatic,43003,Hybrid,2.1
1398, C Class,2019,20249,Semi-Auto,14681,Petrol,1.5
1399, C Class,2014,11999,Automatic,46931,Diesel,2.1
1400, C Class,2019,24690,Automatic,14864,Diesel,2.0
1401, C Class,2016,17900,Automatic,31000,Petrol,2.0
1402, C Class,2019,29386,Automatic,8013,Petrol,1.5
1403, C Class,2019,25980,Semi-Auto,13214,Petrol,1.5
1404, C Class,2019,29649,Semi-Auto,9809,Diesel,2.0
1405, C Class,2015,12000,Automatic,40005,Diesel,2.1
1406, C Class,2018,23890,Semi-Auto,8194,Diesel,2.0
1407, C Class,2017,16860,Semi-Auto,33964,Diesel,2.1
1408, C Class,2019,23999,Automatic,9323,Petrol,1.5
1409, C Class,2016,40999,Semi-Auto,19500,Petrol,4.0
1410, C Class,2017,17282,Semi-Auto,27107,Diesel,2.1
1411, C Class,2019,21795,Manual,6959,Petrol,1.6
1412, C Class,2019,28499,Semi-Auto,2524,Petrol,1.5
1413, C Class,2016,15000,Automatic,76200,Diesel,2.1
1414, C Class,2019,32995,Semi-Auto,4500,Diesel,2.0
1415, C Class,2016,10500,Manual,117760,Diesel,2.1
1416, C Class,2019,24450,Semi-Auto,10471,Diesel,2.0
1417, C Class,2018,19499,Automatic,10493,Diesel,2.1
1418, C Class,2014,13600,Automatic,80579,Diesel,2.1
1419, C Class,2019,23016,Automatic,7264,Petrol,1.5
1420, C Class,2014,11000,Semi-Auto,71892,Diesel,2.1
1421, C Class,2019,20399,Semi-Auto,13793,Diesel,2.0
1422, C Class,2015,19990,Semi-Auto,37000,Hybrid,2.1
1423, C Class,2018,27980,Semi-Auto,12173,Diesel,2.0
1424, C Class,2020,33400,Semi-Auto,213,Diesel,2.0
1425, C Class,2016,18990,Automatic,23000,Diesel,2.1
1426, C Class,2019,28000,Semi-Auto,9231,Diesel,2.0
1427, C Class,2019,20999,Semi-Auto,13467,Diesel,2.0
1428, C Class,2015,12000,Automatic,40005,Diesel,2.1
1429, C Class,2019,32998,Semi-Auto,17,Petrol,1.5
1430, C Class,2019,42490,Semi-Auto,8806,Petrol,3.0
1431, C Class,2018,18750,Automatic,20512,Petrol,2.0
1432, C Class,2019,29980,Semi-Auto,5428,Diesel,2.0
1433, C Class,2015,17000,Automatic,17222,Petrol,2.0
1434, C Class,2020,30480,Semi-Auto,1989,Diesel,2.0
1435, C Class,2015,14490,Semi-Auto,41590,Petrol,2.0
1436, C Class,2020,31950,Automatic,2985,Diesel,2.0
1437, C Class,2018,47099,Automatic,11501,Petrol,4.0
1438, C Class,2017,20495,Semi-Auto,12505,Diesel,2.1
1439, C Class,2016,21991,Semi-Auto,32924,Diesel,2.1
1440, C Class,2019,26789,Semi-Auto,4680,Petrol,1.5
1441, C Class,2018,22991,Automatic,12000,Petrol,1.5
1442, C Class,2019,19980,Semi-Auto,15057,Diesel,2.1
1443, C Class,2011,9495,Automatic,39000,Petrol,1.8
1444, C Class,2015,14000,Automatic,73960,Diesel,2.1
1445, C Class,2019,25449,Semi-Auto,13193,Petrol,1.5
1446, C Class,2016,15900,Automatic,51208,Diesel,2.1
1447, C Class,2016,19698,Semi-Auto,13115,Hybrid,2.0
1448, C Class,2016,18291,Automatic,26401,Hybrid,2.1
1449, C Class,2020,39759,Semi-Auto,1000,Diesel,2.0
1450, C Class,2015,16490,Automatic,37000,Diesel,2.1
1451, C Class,2016,14000,Automatic,44263,Diesel,2.1
1452, C Class,2017,32124,Automatic,19097,Petrol,3.0
1453, C Class,2014,10190,Semi-Auto,62448,Diesel,2.1
1454, C Class,2020,33990,Semi-Auto,99,Diesel,2.0
1455, C Class,2019,26998,Semi-Auto,6926,Diesel,2.0
1456, C Class,2019,23825,Automatic,11135,Petrol,1.5
1457, C Class,2016,16020,Manual,11972,Diesel,1.6
1458, C Class,2016,17950,Automatic,41050,Diesel,2.1
1459, C Class,2017,23899,Semi-Auto,20604,Diesel,2.1
1460, C Class,2015,13750,Semi-Auto,61985,Diesel,2.1
1461, C Class,2016,16000,Automatic,34107,Diesel,2.1
1462, C Class,2019,28999,Semi-Auto,5789,Diesel,2.0
1463, C Class,2014,14399,Automatic,73598,Diesel,2.1
1464, C Class,2019,29980,Semi-Auto,16,Diesel,1.6
1465, C Class,2016,14795,Automatic,99470,Diesel,2.1
1466, C Class,2017,24990,Automatic,6668,Diesel,2.1
1467, C Class,2019,26866,Automatic,5019,Petrol,1.5
1468, C Class,2017,16489,Automatic,62480,Diesel,2.1
1469, C Class,2015,13495,Manual,33000,Petrol,2.0
1470, C Class,2019,28800,Semi-Auto,3116,Petrol,2.0
1471, C Class,2016,20890,Semi-Auto,25726,Diesel,2.1
1472, C Class,2017,23000,Semi-Auto,17125,Petrol,2.0
1473, C Class,2019,21980,Automatic,7716,Petrol,1.5
1474, C Class,2019,29880,Automatic,5669,Diesel,2.0
1475, C Class,2019,28480,Semi-Auto,11253,Diesel,2.0
1476, C Class,2016,18449,Semi-Auto,23077,Diesel,2.1
1477, C Class,2015,12995,Automatic,45024,Diesel,2.1
1478, C Class,2017,18660,Semi-Auto,23257,Diesel,2.1
1479, C Class,2019,37321,Automatic,50,Diesel,1.6
1480, C Class,2019,26499,Semi-Auto,7060,Diesel,2.0
1481, C Class,2018,25999,Automatic,7317,Petrol,1.5
1482, C Class,2018,25990,Semi-Auto,9699,Petrol,2.0
1483, C Class,2019,21340,Automatic,12836,Petrol,1.5
1484, C Class,2015,12995,Automatic,131790,Hybrid,2.1
1485, C Class,2014,13491,Manual,56000,Diesel,2.1
1486, C Class,2016,13300,Manual,42622,Diesel,2.1
1487, C Class,2017,17400,Automatic,41677,Diesel,2.1
1488, C Class,2019,27995,Automatic,7396,Diesel,2.0
1489, C Class,2019,25899,Semi-Auto,6765,Petrol,1.5
1490, C Class,2017,14307,Manual,25820,Petrol,2.0
1491, C Class,2019,26795,Semi-Auto,7140,Diesel,2.0
1492, C Class,2019,31950,Automatic,3000,Petrol,1.5
1493, C Class,2016,15475,Automatic,49846,Diesel,2.1
1494, C Class,2017,21499,Semi-Auto,14750,Petrol,2.0
1495, C Class,2019,29899,Semi-Auto,8447,Diesel,2.0
1496, C Class,2019,31799,Semi-Auto,2273,Diesel,2.0
1497, C Class,2019,33480,Semi-Auto,2330,Diesel,2.0
1498, C Class,2016,16998,Semi-Auto,21786,Diesel,2.1
1499, C Class,2016,17498,Semi-Auto,63507,Hybrid,2.1
1500, C Class,2017,18990,Semi-Auto,41935,Diesel,2.1
1501, C Class,2019,27299,Automatic,386,Petrol,1.5
1502, C Class,2019,20299,Semi-Auto,14029,Petrol,1.5
1503, C Class,2019,25989,Automatic,2997,Petrol,1.5
1504, C Class,2017,19498,Semi-Auto,22424,Diesel,2.1
1505, C Class,2017,18490,Automatic,8060,Petrol,2.0
1506, C Class,2014,12998,Semi-Auto,52712,Diesel,2.1
1507, C Class,2014,14990,Semi-Auto,56958,Diesel,2.1
1508, C Class,2019,29999,Automatic,5283,Diesel,2.0
1509, C Class,2019,65000,Semi-Auto,3398,Petrol,4.0
1510, C Class,2017,21400,Automatic,26000,Diesel,2.1
1511, C Class,2018,19900,Automatic,20000,Petrol,2.0
1512, C Class,2014,11795,Manual,92840,Diesel,2.1
1513, C Class,2016,15399,Automatic,49586,Diesel,2.1
1514, C Class,2016,13412,Semi-Auto,54546,Petrol,2.0
1515, C Class,2015,17030,Automatic,32673,Diesel,2.1
1516, C Class,2018,16500,Automatic,31942,Petrol,2.0
1517, C Class,2016,19990,Automatic,50000,Diesel,2.1
1518, C Class,2019,24940,Semi-Auto,15275,Petrol,1.5
1519, C Class,2015,13295,Automatic,87980,Hybrid,2.0
1520, C Class,2018,19599,Semi-Auto,13053,Diesel,2.0
1521, C Class,2017,23990,Semi-Auto,29000,Petrol,2.0
1522, C Class,2019,67495,Semi-Auto,700,Petrol,4.0
1523, C Class,2018,24990,Semi-Auto,10010,Petrol,1.5
1524, C Class,2019,42990,Automatic,5545,Petrol,3.0
1525, C Class,2019,29890,Semi-Auto,1587,Diesel,1.6
1526, C Class,2016,18340,Manual,43650,Diesel,2.1
1527, C Class,2016,16879,Automatic,74252,Hybrid,2.0
1528, C Class,2018,15999,Automatic,26930,Petrol,2.0
1529, C Class,2017,33990,Automatic,30000,Petrol,4.0
1530, C Class,2019,25499,Semi-Auto,16226,Diesel,2.0
1531, C Class,2019,28700,Semi-Auto,4000,Petrol,1.5
1532, C Class,2016,19998,Semi-Auto,34850,Hybrid,2.0
1533, C Class,2016,17400,Automatic,27036,Hybrid,2.0
1534, C Class,2018,22201,Semi-Auto,22318,Diesel,2.1
1535, C Class,2019,24999,Semi-Auto,14822,Petrol,1.5
1536, C Class,2019,36980,Semi-Auto,16,Diesel,2.0
1537, C Class,2020,41995,Semi-Auto,100,Hybrid,2.0
1538, C Class,2018,19995,Semi-Auto,43288,Diesel,2.1
1539, C Class,2019,31248,Automatic,4000,Diesel,2.0
1540, C Class,2014,14601,Semi-Auto,60000,Diesel,2.1
1541, C Class,2019,25316,Semi-Auto,12695,Petrol,1.5
1542, C Class,2017,19250,Semi-Auto,23523,Diesel,2.1
1543, C Class,2018,25298,Semi-Auto,8702,Petrol,2.0
1544, C Class,2019,25299,Automatic,2499,Petrol,1.5
1545, C Class,2018,23249,Automatic,8724,Petrol,1.5
1546, C Class,2015,13998,Manual,24010,Diesel,1.6
1547, C Class,2016,32890,Automatic,23485,Petrol,3.0
1548, C Class,2018,27832,Automatic,11847,Diesel,2.0
1549, C Class,2019,26940,Automatic,4600,Diesel,2.0
1550, C Class,2019,28980,Semi-Auto,16543,Petrol,2.0
1551, C Class,2019,23991,Semi-Auto,9179,Diesel,2.0
1552, C Class,2019,41099,Semi-Auto,8370,Petrol,3.0
1553, C Class,2019,19799,Semi-Auto,14222,Petrol,1.5
1554, C Class,2016,19799,Semi-Auto,38500,Petrol,2.0
1555, C Class,2017,18999,Automatic,38000,Hybrid,2.0
1556, C Class,2019,29399,Semi-Auto,1919,Diesel,2.0
1557, C Class,2019,42099,Semi-Auto,3076,Petrol,3.0
1558, C Class,2015,13990,Automatic,42000,Diesel,2.1
1559, C Class,2019,25999,Automatic,10405,Petrol,1.5
1560, C Class,2017,24495,Automatic,14200,Diesel,2.1
1561, C Class,2017,19995,Semi-Auto,43000,Diesel,2.1
1562, C Class,2018,26950,Semi-Auto,10798,Diesel,2.0
1563, C Class,2019,24490,Semi-Auto,6247,Diesel,2.0
1564, C Class,2015,17690,Automatic,32019,Diesel,2.1
1565, C Class,2019,26899,Semi-Auto,1308,Petrol,1.5
1566, C Class,2016,16000,Manual,19019,Diesel,1.6
1567, C Class,2016,13500,Automatic,93620,Diesel,2.1
1568, C Class,2015,10499,Automatic,79520,Diesel,2.1
1569, C Class,2019,27500,Automatic,650,Diesel,1.6
1570, C Class,2016,13000,Manual,69385,Diesel,2.1
1571, C Class,2013,8795,Manual,75067,Diesel,2.1
1572, C Class,2018,16999,Automatic,26329,Petrol,2.0
1573, C Class,2019,30990,Automatic,151,Diesel,2.0
1574, C Class,2013,10190,Automatic,60841,Diesel,2.1
1575, C Class,2017,18298,Semi-Auto,38195,Diesel,2.1
1576, C Class,2019,29980,Semi-Auto,9454,Diesel,2.0
1577, C Class,2019,25980,Semi-Auto,6206,Petrol,1.5
1578, C Class,2019,37990,Automatic,1412,Petrol,3.0
1579, C Class,2018,29999,Semi-Auto,17788,Petrol,3.0
1580, C Class,2016,19999,Semi-Auto,15000,Diesel,2.1
1581, C Class,2020,31790,Automatic,3500,Petrol,2.0
1582, C Class,2017,22767,Automatic,30676,Diesel,2.1
1583, C Class,2019,66899,Semi-Auto,262,Petrol,4.0
1584, C Class,2016,15400,Automatic,23881,Diesel,2.1
1585, C Class,2016,17699,Automatic,32044,Diesel,2.1
1586, C Class,2008,5875,Automatic,70000,Petrol,1.8
1587, C Class,2018,25949,Semi-Auto,11961,Diesel,2.1
1588, C Class,2016,15600,Manual,25997,Diesel,1.6
1589, C Class,2018,19480,Semi-Auto,15096,Diesel,2.0
1590, C Class,2019,31000,Semi-Auto,13,Diesel,2.0
1591, C Class,2016,21895,Semi-Auto,20651,Diesel,2.1
1592, C Class,2015,10500,Manual,82230,Diesel,2.1
1593, C Class,2019,37990,Automatic,2750,Diesel,2.0
1594, C Class,2016,16200,Manual,23216,Diesel,1.6
1595, C Class,2019,28749,Automatic,5099,Diesel,2.1
1596, C Class,2016,17799,Semi-Auto,47309,Diesel,2.1
1597, C Class,2018,20299,Automatic,11498,Diesel,2.1
1598, C Class,2017,22290,Automatic,34587,Diesel,2.1
1599, C Class,2019,20449,Semi-Auto,13181,Petrol,1.5
1600, C Class,2017,22532,Semi-Auto,20150,Petrol,2.0
1601, C Class,2019,40649,Semi-Auto,11300,Petrol,3.0
1602, C Class,2011,8995,Automatic,69250,Diesel,2.1
1603, C Class,2019,34199,Semi-Auto,4229,Diesel,2.0
1604, C Class,2019,36991,Automatic,3498,Diesel,2.0
1605, C Class,2015,10795,Automatic,136760,Hybrid,2.1
1606, C Class,2014,14490,Semi-Auto,59884,Diesel,2.1
1607, C Class,2015,14290,Semi-Auto,53227,Petrol,2.0
1608, C Class,2015,10610,Manual,83047,Diesel,1.6
1609, C Class,2018,28652,Automatic,8928,Petrol,1.5
1610, C Class,2019,26990,Semi-Auto,12043,Diesel,2.0
1611, C Class,2017,19980,Semi-Auto,16624,Diesel,2.1
1612, C Class,2018,17600,Automatic,22749,Petrol,2.0
1613, C Class,2016,14390,Semi-Auto,36836,Diesel,1.6
1614, C Class,2019,24990,Semi-Auto,7419,Diesel,2.0
1615, C Class,2019,24980,Automatic,7811,Petrol,1.5
1616, C Class,2019,19980,Semi-Auto,14307,Petrol,1.5
1617, C Class,2019,26049,Semi-Auto,9693,Petrol,1.5
1618, C Class,2015,17435,Automatic,33384,Diesel,2.1
1619, C Class,2017,23999,Semi-Auto,21212,Diesel,2.1
1620, C Class,2016,17949,Automatic,22000,Diesel,2.1
1621, C Class,2019,32499,Automatic,3250,Petrol,2.0
1622, C Class,2019,44990,Automatic,19999,Petrol,4.0
1623, C Class,2019,27699,Semi-Auto,5426,Petrol,1.5
1624, C Class,2019,27250,Semi-Auto,10871,Diesel,2.0
1625, C Class,2015,15212,Semi-Auto,36120,Diesel,2.1
1626, C Class,2014,13500,Automatic,49409,Diesel,2.1
1627, C Class,2015,13500,Semi-Auto,37020,Diesel,1.6
1628, C Class,2015,16122,Semi-Auto,46522,Diesel,1.6
1629, C Class,2013,8991,Semi-Auto,47334,Diesel,2.1
1630, C Class,2016,17981,Semi-Auto,10581,Diesel,1.6
1631, C Class,2019,27696,Automatic,11890,Diesel,1.6
1632, C Class,2019,27480,Semi-Auto,5090,Diesel,2.0
1633, C Class,2017,19498,Automatic,27236,Diesel,2.1
1634, C Class,2019,31149,Semi-Auto,6750,Diesel,2.0
1635, C Class,2017,22995,Semi-Auto,21590,Petrol,2.0
1636, C Class,2012,8495,Automatic,51122,Diesel,2.2
1637, C Class,2019,23990,Automatic,15257,Petrol,1.5
1638, C Class,2019,28450,Automatic,4001,Diesel,2.0
1639, C Class,2018,17999,Automatic,14632,Diesel,1.6
1640, C Class,2016,14000,Automatic,45000,Diesel,2.1
1641, C Class,2017,22590,Semi-Auto,41131,Diesel,2.1
1642, C Class,2016,14799,Manual,38764,Diesel,2.1
1643, C Class,2017,17791,Semi-Auto,20392,Diesel,2.1
1644, C Class,2017,14990,Semi-Auto,27424,Diesel,2.1
1645, C Class,2019,28495,Semi-Auto,1724,Diesel,2.0
1646, C Class,2018,26890,Semi-Auto,14085,Diesel,2.0
1647, C Class,2017,17099,Semi-Auto,15465,Diesel,2.1
1648, C Class,2015,19099,Semi-Auto,29000,Diesel,2.1
1649, C Class,2018,31995,Semi-Auto,11300,Petrol,3.0
1650, C Class,2016,14700,Automatic,58070,Diesel,2.1
1651, C Class,2017,18998,Semi-Auto,23760,Diesel,2.1
1652, C Class,2016,16890,Automatic,47850,Diesel,2.1
1653, C Class,2014,10995,Manual,98000,Diesel,2.1
1654, C Class,2007,3790,Automatic,99000,Petrol,2.5
1655, C Class,2013,10500,Automatic,90000,Diesel,2.1
1656, C Class,2017,25248,Automatic,24003,Petrol,2.0
1657, C Class,2019,28599,Semi-Auto,970,Diesel,1.6
1658, C Class,2015,13999,Automatic,79779,Hybrid,2.0
1659, C Class,2020,28490,Semi-Auto,16388,Diesel,2.0
1660, C Class,2019,30199,Semi-Auto,2456,Diesel,2.0
1661, C Class,2017,19971,Semi-Auto,28735,Diesel,2.1
1662, C Class,2017,17400,Automatic,17980,Diesel,2.1
1663, C Class,2016,33500,Automatic,25000,Petrol,3.0
1664, C Class,2017,15699,Manual,15252,Petrol,2.0
1665, C Class,2019,29900,Automatic,1000,Diesel,2.0
1666, C Class,2019,22980,Semi-Auto,7442,Petrol,1.5
1667, C Class,2018,22770,Semi-Auto,21200,Diesel,2.1
1668, C Class,2019,30499,Semi-Auto,1488,Diesel,2.0
1669, C Class,2016,19991,Semi-Auto,35975,Diesel,2.1
1670, C Class,2016,19750,Automatic,36095,Diesel,2.1
1671, C Class,2017,33612,Automatic,20134,Petrol,3.0
1672, C Class,2018,21342,Semi-Auto,6721,Petrol,1.5
1673, C Class,2019,28250,Automatic,3477,Diesel,2.0
1674, C Class,2016,20991,Semi-Auto,26205,Diesel,2.1
1675, C Class,2019,23949,Semi-Auto,14658,Petrol,1.5
1676, C Class,2019,28466,Automatic,4938,Diesel,2.0
1677, C Class,2017,23995,Automatic,14952,Petrol,2.0
1678, C Class,2016,18498,Semi-Auto,31891,Hybrid,2.0
1679, C Class,2017,14850,Manual,67000,Diesel,2.1
1680, C Class,2017,32552,Semi-Auto,22914,Petrol,3.0
1681, C Class,2017,25999,Semi-Auto,2800,Petrol,2.0
1682, C Class,2019,30899,Automatic,860,Petrol,1.5
1683, C Class,2019,31400,Semi-Auto,100,Diesel,2.0
1684, C Class,2014,10500,Manual,91430,Diesel,2.1
1685, C Class,2014,10290,Semi-Auto,79216,Diesel,2.1
1686, C Class,2019,31599,Semi-Auto,3092,Petrol,1.5
1687, C Class,2014,13799,Automatic,62588,Diesel,2.1
1688, C Class,2018,23500,Semi-Auto,10240,Diesel,2.1
1689, C Class,2017,30124,Semi-Auto,22437,Petrol,3.0
1690, C Class,2016,19999,Automatic,19299,Hybrid,2.0
1691, C Class,2019,28480,Semi-Auto,1998,Diesel,1.6
1692, C Class,2018,24791,Semi-Auto,16052,Petrol,2.0
1693, C Class,2017,20871,Semi-Auto,37194,Diesel,2.1
1694, C Class,2017,16495,Semi-Auto,30807,Diesel,2.1
1695, C Class,2019,28980,Automatic,8501,Diesel,2.0
1696, C Class,2015,12672,Manual,44121,Diesel,2.1
1697, C Class,2016,20498,Semi-Auto,27968,Diesel,2.1
1698, C Class,2016,17890,Automatic,44184,Petrol,2.0
1699, C Class,2018,22000,Semi-Auto,11439,Petrol,1.5
1700, C Class,2017,15000,Automatic,54700,Hybrid,2.1
1701, C Class,2016,15200,Automatic,51380,Other,2.0
1702, C Class,2019,35250,Automatic,2001,Diesel,2.0
1703, C Class,2020,34495,Automatic,500,Diesel,2.0
1704, C Class,2019,36980,Automatic,9,Diesel,2.0
1705, C Class,2019,20299,Semi-Auto,14316,Petrol,1.5
1706, C Class,2018,28199,Semi-Auto,9252,Diesel,2.0
1707, C Class,2016,20995,Automatic,19805,Diesel,2.1
1708, C Class,2016,15999,Automatic,37982,Petrol,2.0
1709, C Class,2016,14450,Semi-Auto,34000,Diesel,2.1
1710, C Class,2019,19298,Automatic,10059,Petrol,1.5
1711, C Class,2015,14999,Automatic,34278,Diesel,2.1
1712, C Class,2019,23489,Semi-Auto,14100,Diesel,2.0
1713, C Class,2019,44987,Automatic,1843,Petrol,3.0
1714, C Class,2017,13100,Manual,22716,Petrol,2.0
1715, C Class,2014,14199,Automatic,49241,Diesel,2.1
1716, C Class,2018,19940,Semi-Auto,18882,Diesel,2.1
1717, C Class,2019,53991,Automatic,8011,Petrol,3.0
1718, C Class,2017,16958,Automatic,49243,Diesel,2.1
1719, C Class,2019,25849,Semi-Auto,13244,Diesel,2.0
1720, C Class,2019,31480,Semi-Auto,16,Diesel,2.0
1721, C Class,2017,20995,Semi-Auto,33000,Diesel,2.1
1722, C Class,2017,27995,Automatic,4495,Petrol,2.0
1723, C Class,2015,16699,Semi-Auto,48000,Diesel,2.1
1724, C Class,2019,29699,Semi-Auto,5230,Diesel,2.0
1725, C Class,2017,16499,Manual,21985,Diesel,1.6
1726, C Class,2018,21999,Automatic,36926,Diesel,2.0
1727, C Class,2020,34480,Automatic,3000,Diesel,2.0
1728, C Class,2016,12392,Automatic,124000,Diesel,2.1
1729, C Class,2015,11850,Semi-Auto,39877,Diesel,2.1
1730, C Class,2017,19798,Semi-Auto,19877,Hybrid,2.0
1731, C Class,2018,38495,Automatic,4127,Petrol,3.0
1732, C Class,2019,22299,Manual,5800,Petrol,1.6
1733, C Class,2017,20349,Semi-Auto,10745,Diesel,2.1
1734, C Class,2019,28780,Semi-Auto,26075,Petrol,1.5
1735, C Class,2019,69950,Automatic,1079,Petrol,4.0
1736, C Class,2017,19490,Semi-Auto,31326,Diesel,2.1
1737, C Class,2013,8980,Manual,60000,Diesel,2.1
1738, C Class,2018,16498,Semi-Auto,27342,Diesel,2.1
1739, C Class,2017,15652,Automatic,20418,Diesel,2.1
1740, C Class,2017,48399,Automatic,15066,Petrol,4.0
1741, C Class,2017,15990,Automatic,53000,Diesel,2.1
1742, C Class,2015,15990,Automatic,26400,Petrol,2.0
1743, C Class,2019,44480,Semi-Auto,1752,Petrol,3.0
1744, C Class,2016,21990,Automatic,35000,Hybrid,2.1
1745, C Class,2019,27280,Semi-Auto,7268,Petrol,1.5
1746, C Class,2019,23444,Automatic,13279,Diesel,2.0
1747, C Class,2019,20682,Automatic,10920,Diesel,2.1
1748, C Class,2019,25000,Semi-Auto,481,Petrol,1.5
1749, C Class,2018,27498,Semi-Auto,12170,Diesel,2.0
1750, C Class,2017,42991,Automatic,7100,Petrol,4.0
1751, C Class,2019,25749,Semi-Auto,13873,Diesel,2.0
1752, C Class,2019,31650,Automatic,7546,Petrol,2.0
1753, C Class,2017,16210,Semi-Auto,32632,Diesel,2.1
1754, C Class,2019,30672,Automatic,3946,Diesel,2.0
1755, C Class,2016,18349,Semi-Auto,22000,Diesel,2.1
1756, C Class,2019,33699,Automatic,5428,Petrol,2.0
1757, C Class,2019,28995,Semi-Auto,100,Diesel,2.0
1758, C Class,2016,14441,Semi-Auto,49101,Petrol,2.0
1759, C Class,2019,29498,Semi-Auto,2195,Diesel,2.0
1760, C Class,2019,20999,Semi-Auto,14663,Diesel,2.0
1761, C Class,2019,30299,Semi-Auto,4284,Diesel,2.0
1762, C Class,2019,24980,Semi-Auto,6784,Petrol,1.5
1763, C Class,2018,24890,Semi-Auto,7859,Petrol,2.0
1764, C Class,2019,35791,Automatic,2910,Diesel,2.0
1765, C Class,2019,66890,Semi-Auto,1200,Petrol,4.0
1766, C Class,2017,20499,Automatic,12040,Hybrid,2.0
1767, C Class,2019,31999,Semi-Auto,1052,Diesel,2.0
1768, C Class,2019,26500,Semi-Auto,3000,Diesel,1.6
1769, C Class,2015,14819,Automatic,47012,Diesel,2.1
1770, C Class,2019,30995,Automatic,9,Diesel,2.0
1771, C Class,2019,20149,Semi-Auto,11785,Petrol,1.5
1772, C Class,2018,21492,Semi-Auto,10267,Diesel,2.1
1773, C Class,2017,17681,Semi-Auto,16607,Petrol,2.0
1774, C Class,2013,11998,Semi-Auto,30035,Petrol,1.6
1775, C Class,2019,28989,Automatic,1409,Diesel,2.0
1776, C Class,2017,19899,Automatic,52160,Hybrid,2.1
1777, C Class,2018,20250,Automatic,84205,Diesel,1.6
1778, C Class,2018,25812,Semi-Auto,11451,Diesel,2.1
1779, C Class,2019,25695,Semi-Auto,2000,Petrol,1.5
1780, C Class,2018,20999,Semi-Auto,9250,Petrol,1.5
1781, C Class,2015,13917,Automatic,43097,Petrol,2.0
1782, C Class,2019,25389,Semi-Auto,3000,Petrol,1.5
1783, C Class,2019,25499,Semi-Auto,8960,Petrol,1.5
1784, C Class,2018,27449,Automatic,7322,Diesel,2.0
1785, C Class,2014,13950,Semi-Auto,45527,Diesel,2.1
1786, C Class,2016,19995,Semi-Auto,19488,Diesel,2.1
1787, C Class,2018,23500,Automatic,4368,Petrol,1.5
1788, C Class,2017,16995,Semi-Auto,24844,Diesel,1.6
1789, C Class,2019,30999,Automatic,1497,Petrol,1.5
1790, C Class,2017,25824,Semi-Auto,16496,Diesel,2.1
1791, C Class,2019,25799,Semi-Auto,200,Petrol,1.5
1792, C Class,2006,1695,Automatic,153000,Petrol,1.8
1793, C Class,2018,20889,Semi-Auto,8493,Petrol,1.5
1794, C Class,2019,30500,Semi-Auto,7098,Diesel,2.0
1795, C Class,2017,19743,Automatic,16509,Diesel,2.1
1796, C Class,2019,30498,Semi-Auto,4977,Diesel,2.0
1797, C Class,2019,33599,Semi-Auto,2679,Diesel,2.0
1798, C Class,2019,26190,Automatic,7126,Petrol,1.5
1799, C Class,2018,26998,Automatic,15000,Petrol,2.0
1800, C Class,2017,14488,Automatic,66472,Diesel,2.1
